"";"short_name";"preferred_foot";"team_position";"attacking_crossing";"attacking_finishing";"attacking_heading_accuracy";"attacking_short_passing";"attacking_volleys";"skill_dribbling";"skill_curve";"skill_fk_accuracy";"skill_long_passing";"skill_ball_control";"movement_acceleration";"movement_sprint_speed";"movement_agility";"movement_reactions";"movement_balance";"power_shot_power";"power_jumping";"power_stamina";"power_strength";"power_long_shots";"mentality_aggression";"mentality_interceptions";"mentality_positioning";"mentality_vision";"mentality_penalties";"mentality_composure";"defending_marking";"defending_standing_tackle";"defending_sliding_tackle";"goalkeeping_diving";"goalkeeping_handling";"goalkeeping_kicking";"goalkeeping_positioning";"goalkeeping_reflexes"
"5039";"Carlinhos";"Right";"RCM";66;58;60;69;58;75;68;66;65;74;71;68;71;71;73;75;73;62;74;72;65;40;67;66;42;68;37;38;35;13;11;12;15;13
"5040";"P. Bråtveit";"Right";"GK";15;20;15;24;17;15;13;18;27;15;45;46;39;69;59;54;59;38;45;15;19;23;20;50;15;50;8;17;13;72;64;72;70;68
"5041";"Jhon Cley";"Right";"CAM";65;67;60;69;71;73;66;72;62;74;67;68;67;67;67;82;65;65;71;72;62;36;66;64;67;70;24;23;20;13;15;11;14;11
"5042";"N. Gavory";"Left";"LB";83;51;64;72;59;66;75;69;74;66;72;74;72;67;62;74;81;82;64;61;59;60;60;69;55;65;63;64;66;12;16;7;9;16
"5043";"R. Andrich";"Right";"SUB";67;53;59;73;38;67;74;74;70;72;64;67;58;67;57;77;65;76;78;63;73;63;61;67;56;66;59;66;60;7;9;10;13;15
"5044";"I. Sylla";"Left";"LB";71;64;60;73;65;70;68;56;64;71;69;70;67;68;67;65;74;80;71;49;73;70;71;68;49;69;61;66;67;13;13;10;8;12
"5045";"J. Meffert";"Right";"LCM";52;44;64;71;46;62;50;48;65;67;53;54;61;62;65;58;80;77;73;56;69;67;47;64;51;59;70;72;69;8;13;12;15;8
"5046";"R. Insigne";"Left";"RM";72;66;66;73;63;72;66;67;70;71;81;86;83;66;83;59;51;56;36;64;28;18;67;70;59;71;27;23;22;9;9;13;9;12
"5047";"M. Cavion";"Right";"LCM";65;60;60;73;58;70;68;68;71;72;64;63;66;64;71;70;73;72;68;65;64;62;65;68;60;63;62;64;64;15;7;8;7;7
"5048";"S. Asamoah";"Right";"RCM";66;46;52;68;59;69;38;41;71;71;74;67;76;66;93;71;71;79;63;61;75;72;60;65;48;73;68;65;65;9;11;15;14;9
"5049";"S. Coopman";"Right";"SUB";68;60;54;74;70;71;56;53;67;73;56;59;75;70;69;59;55;76;38;59;38;22;65;74;52;73;60;32;24;8;14;8;7;10
"5050";"D. Fisher";"Right";"RB";61;20;58;57;26;65;31;32;50;64;78;79;72;69;63;32;71;80;71;26;84;69;37;42;35;56;67;73;70;12;14;10;14;6
"5051";"C. Fuentes";"Right";"LCM";57;54;68;72;37;63;48;54;68;64;80;67;74;67;76;67;75;92;78;58;67;71;52;48;49;61;66;68;63;11;6;13;9;8
"5052";"S. Janko";"Right";"RB";66;37;60;64;38;65;43;37;50;64;91;87;77;62;70;66;68;74;68;58;66;67;51;45;53;61;64;66;68;6;10;8;14;8
"5053";"Núrio";"Left";"LB";73;33;57;67;31;70;62;34;57;70;81;87;75;64;76;70;84;72;71;31;61;63;67;62;41;70;62;67;66;8;7;15;7;8
"5054";"A. Koșelev";"Right";"GK";11;8;11;19;6;13;11;14;17;10;33;25;25;72;22;47;31;21;76;5;25;13;6;50;11;53;13;13;12;70;68;62;68;72
"5055";"L. Paqarada";"Left";"LB";75;36;55;68;41;67;76;73;66;71;77;76;71;68;64;65;62;75;65;46;64;65;56;58;39;65;65;71;67;10;9;11;7;15
"5056";"R. Bauer";"Right";"RES";65;40;66;61;50;62;48;47;65;64;69;71;63;71;65;68;68;73;75;59;81;70;50;58;44;70;69;72;69;11;7;14;11;15
"5057";"M. Busch";"Right";"RB";72;37;53;65;34;68;42;37;54;67;85;87;69;68;67;70;56;77;69;45;78;64;53;45;36;55;67;68;63;9;6;14;16;7
"5058";"S. Rosted";"Right";"SUB";30;58;71;62;47;48;39;49;62;55;45;49;54;63;50;58;66;62;79;42;68;70;52;51;36;65;70;71;70;7;10;7;13;13
"5059";"K. Rosenberry";"Right";"RB";64;48;57;69;35;64;62;48;64;69;72;69;77;70;78;66;76;74;64;45;72;69;59;57;59;68;70;70;67;14;15;13;6;9
"5060";"Borja Lasso";"Right";"LCM";70;69;38;71;52;71;63;64;69;70;69;64;70;65;37;74;31;59;66;69;75;35;69;70;67;71;42;35;24;9;11;5;12;12
"5061";"S. Kaneko";"Right";"RM";71;70;38;65;54;72;67;72;61;69;87;83;92;58;95;65;80;84;56;62;58;26;68;46;61;53;31;41;42;6;10;10;13;5
"5062";"E. Pinnock";"Left";"LCB";42;33;69;63;33;57;40;37;59;61;73;69;63;63;56;50;70;75;82;31;67;69;39;57;44;69;68;69;69;5;9;13;6;8
"5063";"P. Wiesinger";"Left";"LCB";56;33;65;64;37;54;29;22;58;63;66;70;56;67;67;48;74;67;72;46;67;72;56;48;37;68;69;71;66;12;12;6;6;9
"5064";"K. Wagner";"Left";"LB";70;24;64;68;31;66;34;25;61;65;74;78;69;62;66;57;81;77;73;22;67;64;54;33;30;64;67;70;72;14;13;13;13;14
"5065";"G. Giakoumakis";"Right";"SUB";36;72;70;56;61;66;44;36;24;61;70;74;65;66;50;76;66;67;83;62;77;17;68;46;60;67;27;24;19;9;8;14;7;13
"5066";"D. Zuma";"Right";"SUB";63;60;38;74;55;80;63;50;58;71;80;77;75;63;78;50;41;61;45;55;38;35;66;65;48;58;55;35;33;11;7;7;7;7
"5067";"C. Traoré";"Right";"SUB";69;40;66;69;39;72;59;38;63;70;75;73;66;62;76;55;69;70;69;47;58;64;54;48;54;66;63;70;72;12;14;8;13;11
"5068";"J. Collins";"Left";"LB";67;29;57;65;35;73;56;32;49;71;86;86;77;68;74;42;69;77;73;38;64;64;59;49;35;55;62;67;63;8;6;10;7;10
"5069";"F. Plach";"Left";"GK";15;9;14;24;7;10;12;10;23;18;32;23;39;71;53;49;62;19;60;8;28;8;9;55;10;59;21;23;15;69;68;65;69;71
"5070";"Z. Kožulj";"Right";"RCM";65;68;52;73;62;68;68;66;67;70;71;69;72;66;67;78;62;78;63;74;53;62;68;68;52;67;53;58;51;12;11;9;8;15
"5071";"T. Chorý";"Right";"SUB";44;70;80;61;58;64;37;41;54;65;54;58;53;68;31;69;55;66;88;59;72;18;73;59;61;66;21;18;24;5;6;11;10;12
"5072";"H. Nielsen";"Right";"RS";64;71;57;68;70;70;64;36;49;71;67;67;65;69;62;75;67;59;74;64;66;43;72;63;56;71;43;36;33;13;15;15;16;13
"5073";"J. Steer";"Left";"SUB";11;11;12;35;11;11;12;11;25;22;53;47;37;67;59;53;56;39;61;11;22;22;16;42;41;25;12;12;11;68;69;70;70;71
"5074";"D. Dumić";"Right";"RCB";39;41;81;65;22;41;46;54;61;54;40;65;52;62;40;69;77;73;85;41;66;62;34;47;31;64;71;68;65;15;13;14;12;10
"5075";"Edu Ramos";"Right";"SUB";57;46;34;76;37;56;48;53;72;68;64;67;72;63;75;66;53;78;71;52;65;67;56;65;48;58;62;68;62;15;6;9;14;9
"5076";"A. Diallo";"Right";"GK";12;11;13;34;14;15;15;14;25;17;42;40;57;67;52;50;72;31;75;12;18;24;11;24;20;47;11;20;12;70;68;67;70;71
"5077";"Z. Boucher";"Right";"SUB";9;12;21;20;10;15;12;9;22;22;54;58;57;64;64;53;82;42;75;8;40;22;13;33;22;61;10;11;12;71;65;71;68;75
"5078";"N. Leali";"Right";"SUB";14;13;11;12;16;13;18;17;13;23;33;32;34;64;32;44;70;27;65;17;30;25;12;35;17;60;20;13;19;72;70;58;64;73
"5079";"D. Johnson";"Left";"SUB";67;66;40;71;57;68;73;66;64;72;77;74;84;64;85;68;58;80;64;72;48;56;70;71;68;78;45;59;50;13;8;11;16;10
"5080";"E. Bergström";"Right";"SUB";34;23;70;62;49;45;27;23;65;64;61;66;45;66;53;46;74;73;83;48;66;66;31;25;44;69;74;67;65;11;11;7;10;12
"5081";"E. Kaçe";"Right";"SUB";60;60;46;71;63;67;66;68;69;71;77;74;76;68;88;71;45;86;62;71;85;74;58;62;63;67;72;73;66;7;16;15;8;12
"5082";"Z. Gano";"Left";"SUB";56;70;73;65;64;64;46;48;37;66;62;63;47;69;33;70;66;68;90;65;58;28;70;57;67;67;34;29;16;12;13;8;11;9
"5083";"A. Trajkovski";"Right";"SUB";64;62;61;66;66;78;74;72;61;74;78;71;75;63;63;77;63;63;62;78;39;25;61;63;69;59;22;19;21;12;12;12;12;12
"5084";"R. Schoofs";"Left";"LDM";71;57;49;71;62;69;70;71;72;72;62;58;71;65;70;69;62;67;59;70;57;66;70;69;53;74;62;57;58;8;6;13;8;14
"5085";"Álvaro Lemos";"Right";"RB";69;57;61;65;55;68;65;55;59;70;82;78;74;67;81;59;76;84;67;59;59;68;63;63;59;67;69;63;64;12;13;9;13;16
"5086";"Eddy Silvestre";"Right";"LCM";60;49;59;70;48;71;60;51;64;71;67;68;80;66;62;80;81;73;90;57;75;67;54;68;47;65;63;67;66;14;10;14;9;6
"5087";"M. Koval";"Right";"GK";12;19;19;22;12;20;13;19;19;24;47;42;35;65;46;50;59;38;71;13;18;16;13;31;24;60;14;13;17;70;65;67;69;73
"5088";"M. Maddison";"Left";"RM";68;68;48;67;50;71;65;74;65;72;76;84;74;58;62;72;69;68;65;71;58;17;65;70;62;63;23;23;19;9;11;7;16;13
"5089";"L. James";"Right";"ST";62;70;70;57;65;67;52;36;34;70;69;72;75;67;67;71;74;71;84;63;36;21;70;45;61;67;24;26;32;16;15;14;10;16
"5090";"M. Bjørnbak";"Right";"RCB";56;33;70;61;32;52;67;71;64;55;60;61;38;68;32;78;80;66;90;56;71;69;28;42;54;66;66;70;61;11;13;8;8;10
"5091";"S. Yago";"Right";"SUB";70;34;65;66;40;68;48;41;66;68;64;67;66;70;73;59;78;78;74;27;82;71;60;51;52;69;61;72;71;7;14;8;14;10
"5092";"F. Schnellhardt";"Left";"CAM";53;63;45;70;55;72;65;64;68;71;80;76;77;71;74;66;72;80;74;62;61;69;54;74;57;72;65;64;56;16;11;12;9;14
"5093";"Aitor García";"Right";"LM";64;69;43;65;63;70;66;62;63;68;80;87;78;68;77;77;68;69;57;67;40;28;68;67;59;65;45;35;34;9;16;13;12;9
"5094";"D. Adorni";"Right";"LCB";45;32;70;59;40;46;38;36;52;53;71;71;66;70;63;59;73;71;65;37;71;70;33;45;47;68;70;72;70;13;15;11;12;7
"5095";"L. Spendlhofer";"Right";"LCB";50;41;64;66;45;39;63;65;63;62;70;72;68;59;50;66;74;83;82;59;67;72;36;45;64;63;67;68;66;8;11;13;12;14
"5096";"J. Jeanvier";"Right";"RCB";39;30;69;65;30;44;44;39;46;60;68;70;68;72;64;46;72;72;80;31;72;66;45;37;42;62;65;68;67;16;8;15;9;9
"5097";"L. Capezzi";"Right";"RES";62;56;60;76;46;62;69;57;70;70;49;47;69;68;75;66;61;68;52;59;70;63;68;71;64;72;58;59;56;8;13;6;10;9
"5098";"Lucas João";"Right";"SUB";47;69;72;54;60;70;52;34;49;68;65;74;67;64;46;77;67;69;79;65;54;22;65;62;55;61;20;23;20;11;10;13;13;10
"5099";"A. Ateef";"Right";"SUB";70;41;47;75;34;62;55;53;77;74;49;39;62;66;54;49;72;69;65;47;51;68;67;76;58;76;69;69;58;11;12;6;7;11
"5100";"A. Traustason";"Right";"LCM";67;64;43;66;69;69;72;66;59;67;76;82;82;72;77;75;51;86;63;71;71;66;70;67;57;64;55;55;53;11;12;15;9;8
"5101";"L. Garritano";"Right";"SUB";66;70;54;73;66;73;69;73;69;76;89;89;87;66;88;74;75;72;56;72;50;52;70;70;70;76;59;44;45;13;14;9;8;14
"5102";"C. Ascues";"Right";"SUB";29;60;71;69;25;63;40;29;67;67;61;66;55;69;58;65;75;67;77;55;74;71;63;61;31;66;65;67;65;12;9;10;14;8
"5103";"A. Aseri";"Left";"CAM";64;66;51;66;62;74;68;53;62;71;89;88;88;60;92;70;53;70;54;65;53;18;60;63;54;55;26;30;28;12;8;14;11;15
"5104";"L. Pico";"Right";"SUB";55;30;62;73;31;62;59;60;70;67;66;55;69;67;69;67;74;84;70;61;72;74;59;61;36;71;61;62;57;12;9;8;9;8
"5105";"V. Huerta";"Left";"SUB";29;16;73;50;30;24;23;27;51;40;31;46;52;63;46;36;79;70;87;19;67;70;29;32;34;59;71;72;68;16;10;13;11;7
"5106";"G. Álvarez Suarez";"Left";"LCM";63;54;56;72;53;74;82;69;68;72;68;74;72;68;65;76;67;81;70;66;69;49;59;72;66;57;55;58;48;12;12;10;14;9
"5107";"Naranjo";"Right";"LW";65;68;63;68;58;70;70;72;64;71;80;81;76;67;57;73;70;51;71;71;39;14;70;66;61;68;18;23;17;10;12;15;14;7
"5108";"F. Ballas";"Right";"SUB";31;28;77;60;29;35;27;22;46;50;38;41;32;65;33;50;34;50;94;24;74;66;28;51;38;60;70;70;65;13;15;7;10;8
"5109";"Akapo";"Right";"RB";69;42;62;68;40;54;65;41;62;64;77;87;72;62;61;75;90;77;72;52;79;63;49;50;46;61;66;68;72;7;8;13;13;10
"5110";"J. Windass";"Right";"CAM";63;66;60;65;61;67;69;63;61;70;86;84;80;68;79;72;62;68;67;67;61;36;68;67;61;68;30;32;33;13;12;14;13;9
"5111";"D. Holman";"Right";"";57;71;56;68;50;70;56;62;67;75;73;74;62;72;74;65;52;58;73;59;62;36;64;65;52;71;42;43;44;10;12;7;9;9
"5112";"Rochinha";"Right";"RM";64;63;35;70;62;73;54;50;59;70;79;77;78;70;82;64;33;69;42;63;41;30;65;65;57;64;59;34;30;9;11;15;14;15
"5113";"O. Hüsing";"Right";"SUB";37;24;76;56;31;40;29;30;36;50;34;52;42;64;42;55;63;75;88;25;70;60;28;45;43;67;73;70;65;16;13;14;13;11
"5114";"A. Kara";"Right";"RCM";58;60;72;74;60;66;66;75;68;66;55;64;60;64;60;84;65;90;83;75;73;68;64;68;63;68;60;64;58;14;12;6;7;12
"5115";"M. Sylla";"Right";"RES";57;69;71;67;62;70;65;42;36;69;73;74;70;66;63;71;75;62;71;68;65;36;68;71;62;68;21;42;37;9;16;9;8;11
"5116";"Pol Llonch";"Right";"LCM";55;43;44;67;53;61;53;55;59;63;81;76;74;62;87;65;80;85;65;49;88;73;55;55;51;69;72;72;67;16;13;14;12;6
"5117";"B. Pittón";"Left";"LB";79;53;68;61;63;54;70;63;59;64;78;71;68;63;76;67;86;78;57;56;30;70;57;58;58;66;61;68;67;10;11;5;9;8
"5118";"S. Breitkreuz";"Right";"SUB";40;56;75;55;32;50;33;35;46;52;54;70;59;61;56;75;80;65;80;46;72;64;48;42;60;70;66;69;71;13;9;7;10;9
"5119";"F. Deli";"Left";"RCM";59;65;47;72;32;68;58;33;70;71;56;54;60;62;66;64;58;74;58;62;70;66;74;72;46;58;43;47;41;7;7;8;13;12
"5120";"Bruno";"Left";"RES";66;62;48;69;58;73;46;44;66;70;81;79;68;62;75;69;44;66;56;60;42;21;66;69;59;61;34;19;25;14;12;6;7;6
"5121";"D. Khocholava";"Right";"LCB";31;51;75;67;23;56;27;21;65;54;64;59;56;63;66;72;65;67;82;25;74;69;44;36;39;58;60;70;73;10;9;7;9;5
"5122";"H. Duljević";"Right";"SUB";55;54;57;72;57;82;65;59;66;74;78;87;73;65;72;61;70;70;76;63;67;41;64;59;57;70;49;39;30;11;11;6;15;11
"5123";"B. Aouacheria";"Right";"RW";68;68;58;66;63;77;52;54;58;74;72;72;65;71;63;77;36;76;70;58;68;41;70;64;58;68;31;39;34;9;8;13;7;11
"5124";"A. Estupiñán";"Right";"LM";63;58;53;66;38;75;48;39;58;72;84;82;78;64;73;69;68;77;64;59;49;49;64;59;56;59;41;46;43;9;8;10;15;9
"5125";"J. Lawrence";"Left";"";65;21;68;67;26;51;27;32;72;64;44;52;51;67;51;45;52;67;76;26;67;69;37;59;34;66;70;71;69;8;10;8;13;10
"5126";"A. Meziane";"Right";"LM";66;61;54;63;56;73;63;62;67;70;84;86;80;65;86;63;47;75;53;67;46;21;66;61;51;63;28;28;27;14;7;8;8;14
"5127";"M. Deletić";"Left";"SUB";66;58;48;68;61;73;62;64;68;72;81;77;74;64;70;71;56;66;54;60;62;21;61;63;65;63;31;28;23;10;6;15;5;10
"5128";"G. Athanasiadis";"Right";"RES";10;9;10;23;6;8;10;13;15;14;25;38;55;65;31;49;70;22;67;7;40;11;10;41;10;45;8;11;11;69;67;65;66;77
"5129";"C. Wickham";"Right";"SUB";62;73;75;62;62;65;53;67;57;70;48;50;52;71;49;76;68;52;80;66;72;18;68;60;75;65;29;28;20;8;16;6;10;12
"5130";"F. Kurto";"Right";"GK";12;13;11;26;12;14;11;12;24;25;59;61;52;72;43;46;51;42;67;13;38;20;13;22;15;53;12;11;11;71;65;61;67;73
"5131";"B. Paulsen";"Right";"RCB";56;56;73;61;59;57;58;52;59;58;63;62;61;62;56;59;70;72;83;62;80;64;63;59;58;56;68;69;66;15;10;7;16;9
"5132";"V. Ulloa";"Right";"LDM";44;50;67;75;43;65;67;57;68;67;53;45;67;67;73;79;72;78;69;60;73;68;46;62;53;64;69;64;63;10;14;13;10;15
"5133";"S. Thern";"Right";"LCM";54;62;44;68;68;70;74;59;69;69;77;75;81;68;77;66;35;83;64;73;72;63;64;73;53;68;60;55;58;7;7;13;14;10
"5134";"Abdón Prats";"Left";"SUB";65;74;64;62;69;61;68;69;58;66;68;64;75;67;68;78;72;64;64;75;42;25;69;45;58;50;29;23;18;10;11;16;15;11
"5135";"Yang Han Been";"Right";"SUB";13;10;13;36;9;14;11;14;34;25;43;44;34;67;55;46;60;35;68;14;12;26;14;36;19;42;15;13;19;72;63;61;69;75
"5136";"R. Windbichler";"Right";"RCB";35;37;73;65;21;41;35;16;62;63;66;68;57;67;62;35;77;77;77;21;72;71;48;64;56;62;58;71;67;9;16;7;11;11
"5137";"M. Dupé";"Right";"GK";10;10;13;34;10;11;12;11;29;22;48;42;35;67;39;46;54;21;71;11;35;23;11;35;18;58;9;11;11;71;70;61;65;74
"5138";"B. Behrendt";"Right";"RCB";43;34;68;66;34;33;36;42;71;51;62;63;59;66;60;84;74;68;78;71;77;69;42;49;54;62;67;69;73;9;7;15;14;15
"5139";"J. Van Rankin";"Right";"RCB";66;26;60;66;37;66;59;41;64;67;77;78;73;67;73;57;63;78;62;40;66;68;55;59;59;64;67;68;70;7;7;15;13;11
"5140";"M. Saymak";"Right";"SUB";60;61;39;70;65;71;63;38;64;73;73;72;75;63;87;70;58;70;49;68;43;60;70;70;59;68;45;42;38;8;9;9;13;9
"5141";"E. Saveljich";"Right";"LCB";30;28;69;60;27;39;34;35;55;54;41;54;32;63;33;47;61;66;83;27;75;69;31;31;43;62;70;74;62;12;12;10;14;15
"5142";"J. Irvine";"Right";"CAM";61;72;75;66;58;68;60;58;63;72;72;62;62;72;58;75;80;81;78;65;81;68;72;70;55;69;65;71;66;7;13;11;9;11
"5143";"C. Cisneros";"Right";"RES";70;65;56;62;59;69;65;49;56;70;80;76;77;68;75;70;64;71;67;72;44;42;69;70;58;64;54;37;37;6;7;12;14;12
"5144";"Y. Reyna";"Right";"LW";52;66;64;68;64;74;68;69;55;74;87;88;87;66;79;69;68;70;59;63;69;29;65;65;62;64;39;33;19;12;14;9;8;11
"5145";"J. Andersen";"Right";"LCM";59;59;54;71;59;67;59;64;69;72;70;75;63;65;67;68;69;85;77;60;73;65;65;68;55;70;67;63;58;14;13;13;8;14
"5146";"N. Paz";"Left";"RES";58;30;70;56;29;56;48;36;54;58;46;50;35;70;32;60;33;65;91;46;60;70;49;39;42;57;70;72;70;13;13;10;8;7
"5147";"G. Perea";"Right";"RCB";35;20;63;62;26;61;32;25;60;65;55;63;58;64;65;53;77;70;85;21;74;68;25;38;36;66;65;70;70;14;14;10;12;9
"5148";"O. Marciano";"Right";"GK";12;12;13;27;12;19;17;17;16;17;40;44;61;69;40;45;63;33;80;13;19;16;19;25;25;45;19;11;11;71;69;60;66;72
"5149";"P. Schobesberger";"Right";"LS";67;66;55;66;59;68;61;54;61;72;89;90;86;59;75;61;86;69;71;64;61;47;58;66;48;62;40;42;44;15;13;15;14;11
"5150";"Luis Rioja";"Left";"LM";70;64;32;61;37;71;67;68;56;69;85;79;92;71;84;75;72;72;38;54;27;26;67;60;69;52;41;24;26;6;9;10;12;14
"5151";"C. Dunkley";"Right";"RCB";26;36;72;57;24;45;29;25;50;57;57;60;54;62;51;41;74;69;82;25;66;66;52;40;34;52;69;71;68;15;14;15;12;11
"5152";"R. Strieder";"Right";"SUB";57;32;54;73;48;60;58;53;71;70;48;44;71;68;73;59;64;74;60;37;63;71;44;67;55;70;70;64;64;7;14;10;12;12
"5153";"Y. Niakaté";"Left";"ST";58;73;57;60;68;63;53;41;31;58;93;93;91;63;67;78;91;68;67;71;53;23;70;61;66;68;24;20;18;9;12;9;12;12
"5154";"Lucas Fernandes";"Right";"SUB";62;63;51;63;70;72;43;40;50;68;89;82;82;70;75;64;60;69;64;57;33;16;70;65;63;51;58;22;18;15;6;12;15;7
"5155";"A. Paleari";"Right";"GK";14;8;16;33;12;11;10;13;29;19;31;33;49;61;22;50;31;30;58;7;22;12;8;40;15;55;17;13;12;70;70;67;71;72
"5156";"K. Sugimoto";"Right";"ST";39;68;67;66;55;66;53;34;56;68;68;76;76;67;65;73;76;77;85;68;61;15;71;57;65;70;30;12;11;5;11;8;13;12
"5157";"G. Anestis";"Right";"GK";12;10;10;25;10;12;14;12;31;19;27;20;23;67;22;51;34;25;68;10;17;13;10;35;19;30;30;12;11;70;65;68;73;71
"5158";"M. Ljujić";"Left";"SUB";64;64;62;72;57;71;76;70;64;73;63;61;73;70;65;72;34;67;76;73;64;63;68;71;62;70;50;57;49;7;8;5;11;9
"5159";"J. Vuković";"Right";"RDM";61;39;55;70;39;69;45;43;70;70;58;53;59;67;58;63;60;76;70;59;81;67;43;61;50;68;66;65;62;11;7;8;6;9
"5160";"O. Shevchenko";"Right";"SUB";14;7;14;28;9;11;10;14;29;16;32;15;35;65;33;55;50;22;72;8;22;13;8;48;10;28;11;18;16;69;66;73;71;71
"5161";"F. Kroos";"Right";"RES";50;59;61;72;58;69;69;72;68;72;65;55;66;69;66;71;71;68;70;68;74;70;62;68;60;69;62;70;66;10;8;11;15;13
"5162";"Roderick Miranda";"Right";"SUB";50;26;67;63;43;51;42;32;59;58;43;41;34;65;31;68;54;64;86;59;77;68;41;37;51;57;69;71;70;12;14;8;6;12
"5163";"B. Jeannot";"Right";"SUB";50;72;66;64;69;63;50;49;58;71;65;61;70;73;62;71;68;51;65;69;53;31;73;56;70;68;31;19;19;9;10;6;14;7
"5164";"N. Uysal";"Right";"SUB";68;55;72;68;33;64;45;30;69;69;69;70;66;67;67;65;80;70;72;57;86;68;42;50;60;59;68;73;71;15;13;13;16;7
"5165";"R. Kelić";"Right";"LCB";54;34;65;67;26;46;28;34;48;54;61;51;64;70;39;37;84;92;85;29;68;64;39;31;46;46;67;70;68;8;12;9;12;12
"5166";"A. Turan";"Left";"LB";69;42;39;70;40;65;80;69;68;70;78;75;69;70;86;79;38;78;73;75;65;68;61;58;71;63;62;73;64;10;7;12;15;15
"5167";"I. Saadi";"Right";"ST";42;71;66;61;68;67;59;61;39;66;68;63;65;65;70;81;82;72;77;56;71;18;73;58;68;74;14;19;18;11;9;8;8;7
"5168";"A. Seculin";"Right";"SUB";13;12;12;29;11;12;12;12;25;21;30;30;43;64;37;43;41;29;48;12;33;10;11;43;23;58;23;10;12;73;67;57;63;79
"5169";"S. Morsy";"Right";"LDM";52;53;47;70;49;69;39;55;67;68;65;67;78;70;78;61;80;74;76;60;83;68;60;66;44;76;66;67;58;14;15;8;8;13
"5170";"S. Araujo";"Right";"LM";59;69;60;63;69;72;81;59;59;75;74;74;74;78;71;68;60;67;64;66;32;20;70;65;69;66;45;22;27;13;12;13;7;15
"5171";"G. Hanley";"Right";"SUB";44;30;71;54;32;40;33;35;56;43;53;49;48;61;51;40;82;50;78;36;78;69;33;39;40;66;72;71;68;9;9;11;12;8
"5172";"J. Mensah";"Right";"RCB";41;28;68;69;55;46;38;31;67;55;60;67;54;66;46;79;76;71;79;59;75;68;25;42;44;61;68;67;65;6;13;12;9;8
"5173";"D. Appiah";"Right";"SUB";62;33;62;59;34;58;60;44;57;62;76;78;76;65;72;51;79;88;66;38;73;68;57;57;47;64;73;68;69;9;8;11;13;9
"5174";"H. Mier";"Right";"SUB";49;37;72;67;34;56;41;35;55;55;53;68;66;68;63;53;72;68;73;47;65;67;45;56;49;62;66;72;71;12;12;7;15;13
"5175";"K. Drygas";"Left";"RES";62;65;69;69;61;63;61;64;64;67;54;66;75;73;68;69;80;90;73;66;84;70;65;70;63;69;63;66;63;9;10;7;7;7
"5176";"L. Lacroix";"Right";"RES";52;35;72;68;38;52;55;50;66;60;33;34;34;63;32;63;65;72;89;51;62;66;37;48;55;67;67;74;69;9;9;15;15;11
"5177";"L. Ebecilio";"Right";"SUB";63;63;61;74;59;74;70;43;65;72;74;80;72;62;76;82;81;64;75;66;73;35;66;65;59;58;43;38;23;12;14;11;18;17
"5178";"T. Antonis";"Right";"LCM";62;66;45;70;57;69;63;60;69;69;69;68;72;66;72;72;68;75;66;74;60;62;65;73;64;69;61;60;53;7;15;16;14;15
"5179";"F. Haugen";"Right";"RCM";73;65;49;71;63;67;68;65;67;70;77;77;82;67;67;76;59;80;66;67;73;65;70;70;61;71;60;59;63;8;15;16;10;14
"5180";"C. Jenkinson";"Right";"SUB";71;41;62;66;60;67;60;52;64;68;64;71;65;69;66;72;63;63;69;41;66;66;64;62;49;62;69;73;72;12;15;15;11;12
"5181";"L. Tremolada";"Left";"SUB";65;58;55;70;53;70;70;70;68;71;74;73;76;65;74;71;41;71;58;70;38;52;60;71;60;69;54;48;42;12;10;11;7;7
"5182";"Kim Young Gwon";"Left";"LCB";65;57;69;70;57;66;61;58;69;62;74;70;62;70;55;42;75;80;74;58;70;70;52;64;60;72;68;69;68;16;13;7;11;13
"5183";"B. Martella";"Left";"SUB";77;50;55;70;35;67;70;60;72;70;79;78;60;66;57;65;77;86;67;71;62;63;67;63;52;60;60;63;66;10;8;10;9;9
"5184";"Y. Sylla";"Right";"LCM";56;45;60;68;39;56;56;38;63;66;69;71;70;68;70;70;73;90;86;56;80;68;64;62;55;65;65;68;66;7;8;11;16;10
"5185";"N. Foor";"Left";"SUB";66;68;40;68;64;72;75;63;63;72;82;74;88;68;76;70;71;83;37;71;75;71;66;72;56;68;68;58;50;14;12;15;6;8
"5186";"C. Battocchio";"Right";"SUB";61;60;49;71;48;72;63;54;68;75;78;67;82;69;88;76;73;71;46;73;71;57;55;72;61;65;60;56;59;9;14;13;9;12
"5187";"E. Andersen";"Right";"RES";70;63;58;70;49;67;74;74;68;69;80;77;76;66;67;70;67;71;65;70;47;31;66;70;60;64;46;46;38;14;14;8;15;9
"5188";"L. Thomas";"Right";"GK";14;14;12;38;20;18;19;15;34;14;32;42;61;72;34;47;65;32;52;13;32;12;14;49;15;63;16;20;18;71;67;62;66;73
"5189";"S. Bradley";"Left";"LCB";36;28;70;62;26;46;20;22;55;57;57;55;61;63;36;40;68;69;80;29;76;67;42;40;19;63;68;70;66;13;15;9;9;9
"5190";"M. Sax";"Right";"SUB";65;66;58;65;46;72;73;51;57;70;77;75;84;67;72;58;89;73;60;49;59;32;68;69;65;64;24;15;21;12;16;15;16;11
"5191";"D. Keet";"Left";"";11;12;13;33;19;22;17;13;43;32;45;44;41;65;46;51;77;27;68;13;17;16;14;42;34;30;15;10;17;72;69;68;67;71
